id,type,item name,price,quantity,vendor
2845291,chemicals,Sodium Hydroxide - 4.2 M,10.99,372,Van Rossum Recycling
2845292,chemicals,Sodium Hydroxide - 6.5 M,2.37,112,K+R Industries
2845293,chemicals,Sodium Hydroxide - 10.2 M,10.86,280,Newman Niceties
2845294,chemicals,Sulfuric Acid - 7.2 M,7.96,395,Van Rossum Recycling
2845295,chemicals,Acetic Acid - 2.9 M,20.1,326,Hejlsberg Industries
2845296,chemicals,Sulfuric Acid - 5.1 M,25.32,359,Hejlsberg Industries
2845297,chemicals,Sodium Hydroxide - 7.9 M,28.27,245,Stroustrup Manufacturing
2845298,chemicals,Hydrochloric Acid - 4.8 M,2.93,169,Newman Niceties
2845299,chemicals,Distilled Water,36.06,171,Gosling Goods
2845300,chemicals,Sodium Hydroxide - 0.9 M,31.29,299,Gosling Goods
2845301,chemicals,Potassium Chloride - 9.6 M,20.44,128,Newman Niceties
2840183,electronics,CMOS Transistor,4.95,48,Stroustrup Manufacturing
2845302,chemicals,Acetic Acid - 10.7 M,11.68,38,Van Rossum Recycling
2845303,chemicals,Sodium Hydroxide - 5.8 M,36.97,50,Gosling Goods
2845304,chemicals,Sodium Hydroxide - 12.1 M,30.75,370,Stroustrup Manufacturing
2845305,chemicals,Sulfuric Acid - 13.9 M,32.53,291,Hejlsberg Industries
2845306,chemicals,Hydrochloric Acid - 10.6 M,38.26,267,Stroustrup Manufacturing
2845307,chemicals,Sodium Hydroxide - 13.9 M,36.92,103,K+R Industries
2845308,chemicals,Sulfurous Acid - 0.6 M,2.77,126,Stroustrup Manufacturing
2840184,electronics,4-gate NOR Gate,30.43,213,Stroustrup Manufacturing
2845309,chemicals,Sulfurous Acid - 11.6 M,10.64,162,K+R Industries
2845310,chemicals,Sulfurous Acid - 10.7 M,34.18,196,K+R Industries
2845311,chemicals,Sulfurous Acid - 12.7 M,38.7,111,K+R Industries
2845312,chemicals,Hydrochloric Acid - 9.6 M,17.86,338,Hejlsberg Industries
2845313,chemicals,Sulfurous Acid - 2.2 M,0.41,40,Van Rossum Recycling
2840185,electronics,7-gate AND Gate,4.45,257,Gosling Goods
2845314,chemicals,Sulfuric Acid - 9.8 M,23.54,66,Gosling Goods
2845315,chemicals,Potassium Chloride - 12.4 M,29.76,168,Gosling Goods
2840186,electronics,8-gate XOR Gate,10.3,334,Van Rossum Recycling
2845316,chemicals,Sodium Hydroxide - 6.1 M,10.28,135,Hejlsberg Industries
2844011,tools,Screwdriver - Flathead,34.27,22,K+R Industries
2840187,electronics,5-gate XNOR Gate,16.04,196,Hejlsberg Industries
2845317,chemicals,Sulfuric Acid - 12.0 M,25.54,311,K+R Industries
2845318,chemicals,Acetic Acid - 0.2 M,13.56,318,Hejlsberg Industries
2845319,chemicals,Sulfurous Acid - 12.4 M,19.0,377,Newman Niceties
2845320,chemicals,Sulfuric Acid - 12.4 M,8.07,201,Hejlsberg Industries
2845321,chemicals,Sodium Hydroxide - 12.9 M,12.79,68,Newman Niceties
2845322,chemicals,Sulfuric Acid - 8.8 M,21.68,47,Newman Niceties
2845323,chemicals,Hydrochloric Acid - 5.9 M,32.57,231,Van Rossum Recycling
2845324,chemicals,Potassium Chloride - 7.4 M,7.7,117,Hejlsberg Industries
2845325,chemicals,Potassium Chloride - 8.3 M,11.39,224,Stroustrup Manufacturing
2840188,electronics,8-gate AND Gate,26.25,192,K+R Industries
2845326,chemicals,Acetic Acid - 12.9 M,29.69,91,Stroustrup Manufacturing
2845327,chemicals,Potassium Chloride - 13.1 M,22.19,318,Gosling Goods
2845328,chemicals,Hydrochloric Acid - 14.1 M,32.08,181,Stroustrup Manufacturing
2845329,chemicals,Sulfurous Acid - 2.3 M,32.87,293,Stroustrup Manufacturing
2845330,chemicals,Sodium Hydroxide - 0.9 M,0.53,374,Stroustrup Manufacturing
2845331,chemicals,Sulfuric Acid - 5.3 M,34.56,169,Van Rossum Recycling
2845332,chemicals,Acetic Acid - 7.0 M,25.06,117,Hejlsberg Industries
2845333,chemicals,Hydrochloric Acid - 4.0 M,19.88,34,Van Rossum Recycling
2845334,chemicals,Acetic Acid - 0.7 M,23.4,357,Van Rossum Recycling
2845335,chemicals,Hydrochloric Acid - 4.7 M,3.27,363,K+R Industries
2845336,chemicals,Sulfuric Acid - 7.7 M,23.74,246,Gosling Goods
2845337,chemicals,Hydrochloric Acid - 13.7 M,22.09,25,Hejlsberg Industries
2845338,chemicals,Hydrochloric Acid - 3.4 M,19.89,233,Van Rossum Recycling
2840189,electronics,7-gate NOT Gate,32.49,276,K+R Industries
2845339,chemicals,Hydrochloric Acid - 4.7 M,23.13,258,Gosling Goods
2845340,chemicals,Potassium Chloride - 6.1 M,16.92,14,Van Rossum Recycling
2845341,chemicals,Sodium Hydroxide - 9.0 M,5.15,157,Gosling Goods
2845342,chemicals,Sulfurous Acid - 7.3 M,32.34,130,Hejlsberg Industries
2843026,food,Cookies,4.34,96,K+R Industries
2845343,chemicals,Acetic Acid - 7.8 M,18.11,78,Newman Niceties
2845344,chemicals,Sodium Hydroxide - 10.5 M,34.6,97,Hejlsberg Industries
2845345,chemicals,Sulfuric Acid - 6.9 M,5.95,360,Newman Niceties
2845346,chemicals,Potassium Chloride - 11.1 M,24.62,126,Stroustrup Manufacturing
2845347,chemicals,Acetic Acid - 2.0 M,9.62,284,K+R Industries
2845348,chemicals,Hydrochloric Acid - 9.9 M,13.69,38,K+R Industries
2845349,chemicals,Hydrochloric Acid - 0.2 M,35.87,247,Van Rossum Recycling
2840190,electronics,5-gate NOR Gate,38.74,177,Newman Niceties
2840191,electronics,3-gate AND Gate,11.93,53,Hejlsberg Industries
2845350,chemicals,Potassium Chloride - 14.4 M,14.2,125,Newman Niceties
2845351,chemicals,Acetic Acid - 8.9 M,21.6,247,Stroustrup Manufacturing
2845352,chemicals,Potassium Chloride - 5.1 M,6.43,190,Newman Niceties
2845353,chemicals,Sodium Hydroxide - 11.7 M,31.53,191,Van Rossum Recycling
2845354,chemicals,Sulfuric Acid - 2.8 M,5.79,374,Hejlsberg Industries
2845355,chemicals,Sodium Hydroxide - 7.8 M,12.64,357,Hejlsberg Industries
2845356,chemicals,Potassium Chloride - 4.9 M,27.49,26,K+R Industries
2845357,chemicals,Acetic Acid - 9.1 M,33.39,22,K+R Industries
2845358,chemicals,Potassium Chloride - 2.4 M,28.3,198,Hejlsberg Industries
2845359,chemicals,Hydrochloric Acid - 3.0 M,20.67,64,Stroustrup Manufacturing
2845360,chemicals,Sulfuric Acid - 10.4 M,26.68,9,Stroustrup Manufacturing
2845361,chemicals,Sulfuric Acid - 10.8 M,8.13,291,Stroustrup Manufacturing
2840192,electronics,6-gate NOR Gate,3.57,3,K+R Industries
2845362,chemicals,Acetic Acid - 0.5 M,13.76,243,Hejlsberg Industries
2840193,electronics,2-gate XNOR Gate,25.62,363,Gosling Goods
2845363,chemicals,Potassium Chloride - 5.0 M,20.53,220,Gosling Goods
2845364,chemicals,Sodium Hydroxide - 4.8 M,21.35,3,Gosling Goods
2845365,chemicals,Sulfurous Acid - 4.3 M,4.53,326,K+R Industries
2845366,chemicals,Hydrochloric Acid - 14.1 M,31.83,221,Van Rossum Recycling
2840194,electronics,100K Resistor,37.97,100,K+R Industries
2845367,chemicals,Potassium Chloride - 5.0 M,6.64,166,K+R Industries
2840195,electronics,7-gate OR Gate,20.27,389,Hejlsberg Industries
2845368,chemicals,Potassium Chloride - 13.6 M,7.64,90,K+R Industries
2845369,chemicals,Hydrochloric Acid - 3.9 M,24.69,154,Van Rossum Recycling
2845370,chemicals,Sulfuric Acid - 2.9 M,15.19,9,Hejlsberg Industries
2845371,chemicals,Sodium Hydroxide - 6.7 M,4.17,276,Newman Niceties
2845372,chemicals,Acetic Acid - 6.7 M,11.58,328,Newman Niceties
2845373,chemicals,Hydrochloric Acid - 12.3 M,0.19,353,Van Rossum Recycling
2845374,chemicals,Potassium Chloride - 3.3 M,25.52,299,Newman Niceties
2845375,chemicals,Sulfuric Acid - 3.1 M,4.53,135,Newman Niceties
2845376,chemicals,Hydrochloric Acid - 7.5 M,16.97,212,Stroustrup Manufacturing
2845377,chemicals,Acetic Acid - 3.3 M,18.4,24,K+R Industries
2845378,chemicals,Sodium Hydroxide - 12.3 M,19.8,174,Newman Niceties
2845379,chemicals,Sulfuric Acid - 1.9 M,32.81,290,Newman Niceties
2845380,chemicals,Sodium Hydroxide - 0.6 M,2.24,321,K+R Industries
2845381,chemicals,Sulfurous Acid - 11.8 M,3.86,336,Hejlsberg Industries
2845382,chemicals,Potassium Chloride - 0.3 M,14.47,310,Van Rossum Recycling
2845383,chemicals,Potassium Chloride - 13.4 M,16.18,52,Gosling Goods
2845384,chemicals,Sulfuric Acid - 12.3 M,21.76,284,K+R Industries
2845385,chemicals,Sulfuric Acid - 2.1 M,30.83,285,Stroustrup Manufacturing
2845386,chemicals,Acetic Acid - 7.1 M,14.87,3,Newman Niceties
2840196,electronics,4-gate XOR Gate,36.36,287,Stroustrup Manufacturing
2845387,chemicals,Hydrochloric Acid - 3.1 M,2.74,380,Hejlsberg Industries
2845388,chemicals,Sodium Hydroxide - 7.9 M,28.13,180,Van Rossum Recycling
2845389,chemicals,Sulfuric Acid - 11.3 M,28.33,230,Newman Niceties
2845390,chemicals,Hydrochloric Acid - 0.3 M,30.22,165,Gosling Goods
2845391,chemicals,Sulfuric Acid - 9.6 M,14.43,277,K+R Industries
2845392,chemicals,Hydrochloric Acid - 11.2 M,13.92,271,Gosling Goods
2845393,chemicals,Hydrochloric Acid - 13.4 M,37.92,114,Van Rossum Recycling
2845394,chemicals,Hydrochloric Acid - 1.5 M,5.95,188,Gosling Goods
2845395,chemicals,Sodium Hydroxide - 14.5 M,9.44,107,Stroustrup Manufacturing
2845396,chemicals,Potassium Chloride - 12.2 M,32.68,278,K+R Industries
2845397,chemicals,Acetic Acid - 13.8 M,28.0,277,Van Rossum Recycling
2845398,chemicals,Sulfuric Acid - 0.1 M,22.03,374,Van Rossum Recycling
2845399,chemicals,Sulfuric Acid - 13.1 M,10.92,230,K+R Industries
2845400,chemicals,Hydrochloric Acid - 12.6 M,25.33,142,Newman Niceties
2840197,electronics,4-gate XOR Gate,30.79,150,K+R Industries
2845401,chemicals,Sulfurous Acid - 1.0 M,1.37,97,Hejlsberg Industries
2844012,tools,Screwdriver - Flathead,26.52,140,Van Rossum Recycling
2845402,chemicals,Potassium Chloride - 1.0 M,24.68,220,Newman Niceties
2845403,chemicals,Potassium Chloride - 14.2 M,39.2,203,Hejlsberg Industries
2845404,chemicals,Sulfurous Acid - 7.9 M,5.5,112,Newman Niceties
2845405,chemicals,Sodium Hydroxide - 5.5 M,30.19,149,Hejlsberg Industries
2845406,chemicals,Sulfurous Acid - 2.2 M,7.93,86,K+R Industries
2845407,chemicals,Sodium Hydroxide - 0.1 M,2.58,178,Newman Niceties
2845408,chemicals,Sulfurous Acid - 12.7 M,39.22,253,Van Rossum Recycling
2845409,chemicals,Acetic Acid - 11.6 M,1.75,148,Hejlsberg Industries
2845410,chemicals,Sodium Hydroxide - 4.6 M,24.58,376,Van Rossum Recycling
2845411,chemicals,Acetic Acid - 4.3 M,27.66,5,Newman Niceties
2845412,chemicals,Potassium Chloride - 2.0 M,34.98,292,Newman Niceties
2845413,chemicals,Acetic Acid - 9.3 M,25.21,81,Stroustrup Manufacturing
2845414,chemicals,Sodium Hydroxide - 3.8 M,28.57,292,Van Rossum Recycling
2845415,chemicals,Sulfuric Acid - 8.6 M,9.17,279,Stroustrup Manufacturing
2845416,chemicals,Sulfuric Acid - 4.6 M,38.68,306,K+R Industries
2845417,chemicals,Sulfurous Acid - 14.7 M,29.39,114,Stroustrup Manufacturing
2845418,chemicals,Acetic Acid - 0.9 M,5.51,109,Newman Niceties
2845419,chemicals,Acetic Acid - 12.2 M,5.45,212,K+R Industries
2845420,chemicals,Sulfurous Acid - 3.2 M,16.8,159,Gosling Goods
2845421,chemicals,Hydrochloric Acid - 0.2 M,30.2,167,Stroustrup Manufacturing
2845422,chemicals,Sodium Hydroxide - 13.3 M,3.55,319,Newman Niceties
2845423,chemicals,Acetic Acid - 12.7 M,8.18,193,Stroustrup Manufacturing
2845424,chemicals,Hydrochloric Acid - 12.2 M,5.96,266,Newman Niceties
2845425,chemicals,Sulfuric Acid - 4.2 M,1.13,387,K+R Industries
2845426,chemicals,Acetic Acid - 11.1 M,12.92,185,Stroustrup Manufacturing
2845427,chemicals,Sodium Hydroxide - 8.7 M,25.49,252,Gosling Goods
2845428,chemicals,Sulfurous Acid - 0.1 M,5.66,123,Gosling Goods
2845429,chemicals,Potassium Chloride - 8.0 M,11.72,341,Newman Niceties
2845430,chemicals,Sodium Hydroxide - 4.4 M,9.28,205,Newman Niceties
2845431,chemicals,Acetic Acid - 10.3 M,20.46,49,Gosling Goods
2845432,chemicals,Sulfurous Acid - 10.8 M,23.26,348,Newman Niceties
2845433,chemicals,Potassium Chloride - 2.3 M,24.61,8,Stroustrup Manufacturing
2840198,electronics,6-gate NAND Gate,18.08,215,Gosling Goods
2845434,chemicals,Hydrochloric Acid - 2.4 M,36.53,106,Hejlsberg Industries
2845435,chemicals,Sulfuric Acid - 10.8 M,4.1,261,Van Rossum Recycling
2845436,chemicals,Sodium Hydroxide - 8.0 M,30.57,180,Newman Niceties
2845437,chemicals,Acetic Acid - 3.7 M,25.42,315,Gosling Goods
2845438,chemicals,Acetic Acid - 4.9 M,38.49,357,Van Rossum Recycling
2845439,chemicals,Sodium Hydroxide - 8.8 M,19.15,383,Newman Niceties
2845440,chemicals,Sodium Hydroxide - 1.3 M,8.53,112,Newman Niceties
2845441,chemicals,Sulfuric Acid - 14.1 M,17.88,46,Newman Niceties
2845442,chemicals,Acetic Acid - 11.4 M,18.0,185,Newman Niceties
2845443,chemicals,Sulfurous Acid - 4.1 M,35.46,181,Stroustrup Manufacturing
2845444,chemicals,Sulfuric Acid - 13.6 M,34.71,203,K+R Industries
2840199,electronics,6-gate NOT Gate,11.07,84,Van Rossum Recycling
2845445,chemicals,Acetic Acid - 3.4 M,11.97,283,Gosling Goods
2845446,chemicals,Hydrochloric Acid - 4.7 M,21.64,96,Stroustrup Manufacturing
2845447,chemicals,Potassium Chloride - 11.3 M,16.5,127,Stroustrup Manufacturing
2845448,chemicals,Sulfuric Acid - 2.6 M,23.65,260,Hejlsberg Industries
2845449,chemicals,Hydrochloric Acid - 8.1 M,19.74,363,K+R Industries
2845450,chemicals,Hydrochloric Acid - 7.4 M,31.86,112,Hejlsberg Industries
2845451,chemicals,Sulfurous Acid - 12.2 M,17.56,198,Stroustrup Manufacturing
2845452,chemicals,Sulfurous Acid - 0.5 M,21.12,250,Stroustrup Manufacturing
2845453,chemicals,Sulfurous Acid - 4.0 M,1.99,46,Hejlsberg Industries
2845454,chemicals,Acetic Acid - 10.7 M,36.82,14,Stroustrup Manufacturing
2845455,chemicals,Potassium Chloride - 9.8 M,16.23,18,K+R Industries
2845456,chemicals,Hydrochloric Acid - 5.7 M,2.64,148,Gosling Goods
2845457,chemicals,Potassium Chloride - 2.7 M,25.48,254,Van Rossum Recycling
2845458,chemicals,Hydrochloric Acid - 5.0 M,6.7,258,Van Rossum Recycling
2845459,chemicals,Sodium Hydroxide - 14.5 M,28.67,306,Gosling Goods
2845460,chemicals,Hydrochloric Acid - 0.8 M,31.96,378,Van Rossum Recycling
2845461,chemicals,Acetic Acid - 8.4 M,24.66,284,Gosling Goods
2845462,chemicals,Acetic Acid - 11.7 M,34.85,303,Van Rossum Recycling
2845463,chemicals,Hydrochloric Acid - 1.3 M,34.48,348,Hejlsberg Industries
2840200,electronics,5-gate OR Gate,1.7,173,K+R Industries
2845464,chemicals,Potassium Chloride - 10.0 M,6.13,377,Newman Niceties
2845465,chemicals,Sodium Hydroxide - 1.9 M,27.17,210,Van Rossum Recycling
2845466,chemicals,Sulfurous Acid - 3.4 M,35.07,45,Gosling Goods
2845467,chemicals,Sulfurous Acid - 5.4 M,3.36,395,K+R Industries
2845468,chemicals,Sulfuric Acid - 7.3 M,7.45,6,Gosling Goods
2845469,chemicals,Sodium Hydroxide - 9.9 M,7.01,344,Hejlsberg Industries
2845470,chemicals,Potassium Chloride - 9.2 M,5.44,283,Hejlsberg Industries
2843027,food,Coffee,29.03,231,Stroustrup Manufacturing
2840201,electronics,6-gate NOR Gate,31.4,287,Hejlsberg Industries
2840202,electronics,7-gate XNOR Gate,33.65,238,Newman Niceties
2845471,chemicals,Sodium Hydroxide - 12.7 M,14.41,113,K+R Industries
2845472,chemicals,Acetic Acid - 5.0 M,23.17,30,Hejlsberg Industries
2845473,chemicals,Sodium Hydroxide - 5.2 M,28.25,199,Stroustrup Manufacturing
2845474,chemicals,Sodium Hydroxide - 6.7 M,2.16,50,Hejlsberg Industries
2845475,chemicals,Sodium Hydroxide - 5.5 M,26.71,153,Van Rossum Recycling
2845476,chemicals,Hydrochloric Acid - 7.7 M,26.2,138,Hejlsberg Industries
2845477,chemicals,Hydrochloric Acid - 2.1 M,2.71,180,Gosling Goods
2840203,electronics,5-gate AND Gate,26.04,162,Hejlsberg Industries
2845478,chemicals,Hydrochloric Acid - 8.5 M,21.74,178,K+R Industries
2845479,chemicals,Sulfuric Acid - 14.9 M,7.83,283,Hejlsberg Industries
2845480,chemicals,Acetic Acid - 9.4 M,14.3,190,Stroustrup Manufacturing
2845481,chemicals,Hydrochloric Acid - 1.8 M,19.85,35,Stroustrup Manufacturing
2845482,chemicals,Sulfurous Acid - 9.9 M,25.75,212,Gosling Goods
2845483,chemicals,Sulfurous Acid - 8.5 M,3.13,328,Gosling Goods
2845484,chemicals,Acetic Acid - 14.7 M,4.54,223,Stroustrup Manufacturing
2845485,chemicals,Hydrochloric Acid - 9.9 M,39.07,252,Hejlsberg Industries
2845486,chemicals,Distilled Water,4.62,84,Newman Niceties
2845487,chemicals,Potassium Chloride - 11.0 M,8.37,149,Van Rossum Recycling
2845488,chemicals,Acetic Acid - 1.2 M,1.78,331,K+R Industries
2845489,chemicals,Acetic Acid - 2.4 M,1.78,245,Gosling Goods
2845490,chemicals,Hydrochloric Acid - 3.2 M,35.35,320,Hejlsberg Industries
2845491,chemicals,Hydrochloric Acid - 10.4 M,29.51,319,Van Rossum Recycling
2845492,chemicals,Hydrochloric Acid - 7.0 M,23.07,350,Gosling Goods
2840204,electronics,LED,27.28,163,Stroustrup Manufacturing
2845493,chemicals,Hydrochloric Acid - 4.5 M,27.79,278,Stroustrup Manufacturing
2845494,chemicals,Acetic Acid - 2.5 M,20.86,205,Van Rossum Recycling
2845495,chemicals,Sodium Hydroxide - 7.5 M,8.76,342,Hejlsberg Industries
2845496,chemicals,Sodium Hydroxide - 10.3 M,28.93,210,Stroustrup Manufacturing
2845497,chemicals,Sulfurous Acid - 0.9 M,3.06,99,K+R Industries
2845498,chemicals,Sulfurous Acid - 12.9 M,3.47,228,Gosling Goods
2840205,electronics,3-gate AND Gate,1.98,221,Newman Niceties
2845499,chemicals,Sulfuric Acid - 10.0 M,3.39,187,Gosling Goods
2845500,chemicals,Sulfurous Acid - 8.4 M,29.01,123,K+R Industries
2845501,chemicals,Acetic Acid - 2.3 M,6.06,260,Stroustrup Manufacturing
2845502,chemicals,Hydrochloric Acid - 2.4 M,3.24,111,Stroustrup Manufacturing
2845503,chemicals,Potassium Chloride - 14.4 M,3.48,127,Gosling Goods
2845504,chemicals,Sulfuric Acid - 2.2 M,29.86,132,Stroustrup Manufacturing
2845505,chemicals,Sodium Hydroxide - 6.0 M,5.77,211,Van Rossum Recycling
2845506,chemicals,Potassium Chloride - 10.2 M,20.47,155,K+R Industries
2845507,chemicals,Sulfuric Acid - 11.1 M,3.4,335,Van Rossum Recycling
2845508,chemicals,Sodium Hydroxide - 3.3 M,32.43,47,Gosling Goods
2845509,chemicals,Sulfurous Acid - 9.1 M,31.81,230,Stroustrup Manufacturing
2845510,chemicals,Hydrochloric Acid - 6.6 M,18.1,58,K+R Industries
2845511,chemicals,Potassium Chloride - 3.6 M,38.43,342,Hejlsberg Industries
2845512,chemicals,Sulfurous Acid - 8.1 M,24.9,367,Stroustrup Manufacturing
2845513,chemicals,Sodium Hydroxide - 6.4 M,29.33,1,Newman Niceties
2840206,electronics,3-gate XNOR Gate,15.38,4,Newman Niceties
2845514,chemicals,Sulfurous Acid - 7.1 M,9.62,343,Gosling Goods
2845515,chemicals,Sodium Hydroxide - 2.5 M,13.75,337,Van Rossum Recycling
2840207,electronics,7-gate NAND Gate,8.54,246,Van Rossum Recycling
2845516,chemicals,Sodium Hydroxide - 7.1 M,1.41,88,Stroustrup Manufacturing
2845517,chemicals,Sodium Hydroxide - 1.4 M,2.32,338,Gosling Goods
2845518,chemicals,Sulfuric Acid - 7.7 M,9.87,221,Stroustrup Manufacturing
2845519,chemicals,Sulfurous Acid - 0.2 M,7.47,294,Stroustrup Manufacturing
2840208,electronics,7-gate XOR Gate,21.96,372,Newman Niceties
2845520,chemicals,Potassium,5.51,264,Stroustrup Manufacturing
2845521,chemicals,Hydrochloric Acid - 3.5 M,19.23,105,Hejlsberg Industries
2845522,chemicals,Sulfuric Acid - 6.9 M,32.59,127,K+R Industries
2845523,chemicals,Potassium Chloride - 8.4 M,1.99,230,Stroustrup Manufacturing
2845524,chemicals,Sulfuric Acid - 3.4 M,13.05,399,Van Rossum Recycling
2845525,chemicals,Sulfurous Acid - 6.5 M,17.6,229,K+R Industries
2845526,chemicals,Sulfuric Acid - 4.8 M,35.6,33,Gosling Goods
2845527,chemicals,Acetic Acid - 6.4 M,24.97,48,K+R Industries
2845528,chemicals,Sulfurous Acid - 13.2 M,4.86,193,Hejlsberg Industries
2845529,chemicals,Acetic Acid - 12.9 M,20.66,355,Gosling Goods
2845530,chemicals,Potassium Chloride - 13.1 M,10.11,213,Stroustrup Manufacturing
2845531,chemicals,Sulfurous Acid - 0.4 M,14.51,121,Van Rossum Recycling
2845532,chemicals,Hydrochloric Acid - 3.8 M,6.76,35,Stroustrup Manufacturing
2845533,chemicals,Sulfuric Acid - 10.9 M,39.76,258,Stroustrup Manufacturing
2845534,chemicals,Hydrochloric Acid - 14.7 M,25.41,373,Stroustrup Manufacturing
2845535,chemicals,Potassium Chloride - 12.7 M,5.21,99,Gosling Goods
2845536,chemicals,Acetic Acid - 10.2 M,8.04,31,Stroustrup Manufacturing
2845537,chemicals,Sulfuric Acid - 9.8 M,29.18,188,Hejlsberg Industries
2845538,chemicals,Sulfurous Acid - 5.8 M,0.36,109,Hejlsberg Industries
2840209,electronics,2-gate AND Gate,30.72,103,Hejlsberg Industries
2845539,chemicals,Sodium Hydroxide - 6.3 M,26.68,311,Van Rossum Recycling
2845540,chemicals,Sodium Hydroxide - 6.9 M,17.06,171,Hejlsberg Industries
2845541,chemicals,Sulfurous Acid - 12.8 M,15.86,30,K+R Industries
2845542,chemicals,Hydrochloric Acid - 0.5 M,16.91,36,Stroustrup Manufacturing
2845543,chemicals,Sodium Hydroxide - 8.5 M,36.2,377,Gosling Goods
2845544,chemicals,Potassium Chloride - 5.4 M,25.68,0,K+R Industries
2845545,chemicals,Potassium Chloride - 11.8 M,5.49,190,Newman Niceties
2845546,chemicals,Sulfurous Acid - 11.1 M,11.13,244,Hejlsberg Industries
2845547,chemicals,Potassium Chloride - 2.9 M,1.25,322,Stroustrup Manufacturing
2845548,chemicals,Sulfuric Acid - 2.3 M,35.03,349,Stroustrup Manufacturing
2845549,chemicals,Acetic Acid - 11.3 M,36.07,303,Stroustrup Manufacturing
2845550,chemicals,Acetic Acid - 4.2 M,9.61,299,K+R Industries
2845551,chemicals,Sodium Hydroxide - 2.5 M,33.37,279,Stroustrup Manufacturing
2840210,electronics,7-gate NAND Gate,38.82,319,Stroustrup Manufacturing
2845552,chemicals,Sodium Hydroxide - 11.0 M,35.63,149,Stroustrup Manufacturing
2845553,chemicals,Sodium Hydroxide - 7.0 M,35.32,392,Stroustrup Manufacturing
2845554,chemicals,Acetic Acid - 14.1 M,30.04,7,Stroustrup Manufacturing
2845555,chemicals,Acetic Acid - 7.5 M,6.39,74,Newman Niceties
2845556,chemicals,Sodium Hydroxide - 0.5 M,7.37,213,Stroustrup Manufacturing
2845557,chemicals,Potassium Chloride - 8.3 M,38.89,362,Van Rossum Recycling
2845558,chemicals,Hydrochloric Acid - 13.7 M,33.07,91,Gosling Goods
2845559,chemicals,Potassium Chloride - 4.8 M,26.18,266,Gosling Goods
2845560,chemicals,Sodium Hydroxide - 0.7 M,29.18,152,Gosling Goods
2845561,chemicals,Acetic Acid - 1.4 M,30.02,363,Stroustrup Manufacturing
2845562,chemicals,Sulfurous Acid - 2.2 M,7.77,105,Hejlsberg Industries
2845563,chemicals,Sulfurous Acid - 2.8 M,24.69,3,Newman Niceties
2845564,chemicals,Acetic Acid - 5.8 M,34.75,58,Gosling Goods
2845565,chemicals,Potassium Chloride - 13.2 M,10.24,331,Van Rossum Recycling
2845566,chemicals,Sulfurous Acid - 4.6 M,31.53,219,Gosling Goods
2845567,chemicals,Hydrochloric Acid - 7.3 M,35.18,41,Stroustrup Manufacturing
2845568,chemicals,Sulfurous Acid - 7.3 M,34.25,167,K+R Industries
2845569,chemicals,Sulfuric Acid - 2.6 M,26.93,225,Newman Niceties
2843028,food,Cookies,13.85,121,Hejlsberg Industries
2845570,chemicals,Sulfurous Acid - 10.4 M,2.51,88,Gosling Goods
2845571,chemicals,Sodium Hydroxide - 6.2 M,34.72,121,Hejlsberg Industries
2845572,chemicals,Acetic Acid - 1.9 M,3.43,326,Stroustrup Manufacturing
2845573,chemicals,Sulfurous Acid - 2.4 M,4.2,131,Stroustrup Manufacturing
2845574,chemicals,Baking Soda,8.19,257,K+R Industries
2845575,chemicals,Hydrochloric Acid - 9.3 M,7.99,52,Gosling Goods
2840211,electronics,6-gate XNOR Gate,1.96,131,Gosling Goods
2845576,chemicals,Sodium Hydroxide - 8.3 M,14.18,226,Hejlsberg Industries
2845577,chemicals,Potassium Chloride - 10.0 M,36.68,71,K+R Industries
2841005,IC,Tri-state Buffer,11.64,177,Stroustrup Manufacturing
2845578,chemicals,Potassium Chloride - 7.5 M,28.1,373,Stroustrup Manufacturing
2845579,chemicals,Sulfurous Acid - 6.8 M,21.68,322,Hejlsberg Industries
2845580,chemicals,Hydrochloric Acid - 12.8 M,32.1,231,Newman Niceties
2845581,chemicals,Acetic Acid - 11.8 M,6.61,190,Newman Niceties
2845582,chemicals,Sodium Hydroxide - 11.6 M,12.52,287,Van Rossum Recycling
2845583,chemicals,Sulfuric Acid - 6.4 M,37.72,17,Van Rossum Recycling
2845584,chemicals,Sulfurous Acid - 1.5 M,7.55,106,Newman Niceties
2845585,chemicals,Hydrochloric Acid - 11.1 M,22.73,178,Van Rossum Recycling
2845586,chemicals,Sodium Hydroxide - 4.2 M,10.66,74,Stroustrup Manufacturing
2845587,chemicals,Sulfurous Acid - 12.5 M,13.23,196,Van Rossum Recycling
2840212,electronics,5-gate NOR Gate,8.45,259,Gosling Goods
2845588,chemicals,Sulfurous Acid - 8.1 M,15.23,95,Hejlsberg Industries
2845589,chemicals,Sodium Hydroxide - 1.8 M,18.75,51,Newman Niceties
2845590,chemicals,Acetic Acid - 11.1 M,29.55,358,Gosling Goods
2845591,chemicals,Sodium Hydroxide - 8.7 M,11.48,17,Stroustrup Manufacturing
2845592,chemicals,Potassium Chloride - 11.2 M,4.74,80,K+R Industries
2845593,chemicals,Sulfurous Acid - 5.2 M,17.41,85,Newman Niceties
2845594,chemicals,Acetic Acid - 14.8 M,34.53,297,Gosling Goods
2845595,chemicals,Sulfurous Acid - 1.2 M,20.44,353,Van Rossum Recycling
2845596,chemicals,Sulfurous Acid - 6.8 M,30.98,91,Stroustrup Manufacturing
